Transcript_ID,KO_IDs,Pathway_IDs,Reaction_IDs,Module_Descriptions,Module_Groups,Module_Prefixes
NODE_79125_length_490_cov_4.464853_g46786_i0,CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32];CYP81E; isoflavone/4'-methoxyisoflavone 2'-hydroxylase [EC:1.14.14.90 1.14.14.89];CYP92A6; typhasterol/6-deoxotyphasterol 2alpha-hydroxylase,Steroid hormone biosynthesis;Brassinosteroid biosynthesis;Isoflavonoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Ovarian steroidogenesis;Prolactin signaling pathway;Cortisol synthesis and secretion;Cushing syndrome,"progesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating); Progesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 17alpha-Hydroxyprogesterone + [Oxidized NADPH---hemoprotein reductase] + H2O;pregnenolone,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating); Pregnenolone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 17alpha-Hydroxypregnenolone + [Oxidized NADPH---hemoprotein reductase] + H2O;11beta-hydroxyprogesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating); 21-Deoxycortisol + [Oxidized NADPH---hemoprotein reductase] + H2O <=> 11beta-Hydroxyprogesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen;20alpha-hydroxycholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating); 20alpha-Hydroxycholesterol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 17alpha,20alpha-Dihydroxycholesterol + [Oxidized NADPH---hemoprotein reductase] + H2O;formononetin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Formononetin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxyformononetin + [Oxidized NADPH---hemoprotein reductase] + H2O;biochanin A,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Biochanin A + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxybiochanin A + [Oxidized NADPH---hemoprotein reductase] + H2O;daidzein,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Daidzein + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxydaidzein + [Oxidized NADPH---hemoprotein reductase] + H2O;genistein,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Genistein + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxygenistein + [Oxidized NADPH---hemoprotein reductase] + H2O;isoflavone,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Isoflavone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxyisoflavone + [Oxidized NADPH---hemoprotein reductase] + H2O;typhasterol,NADPH:oxygen oxidoreductase (2alpha-hydroxylating); Typhasterol + NADPH + H+ + Oxygen <=> Castasterone + NADP+ + H2O;6-deoxotyphasterol,NADPH:oxygen oxidoreductase (2alpha-hydroxylating); 6-Deoxotyphasterol + NADPH + H+ + Oxygen <=> 6-Deoxocastasterone + NADP+ + H2O;pseudobaptigenin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Pseudobaptigenin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2',7-Dihydroxy-4',5'-methylenedioxyisoflavone + [Oxidized NADPH---hemoprotein reductase] + H2O;17alpha-hydroxypregnenolone,NADPH---hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating, acetate-releasing); 17alpha-Hydroxypregnenolone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Dehydroepiandrosterone + Acetate + [Oxidized NADPH---hemoprotein reductase] + H2O;17alpha-hydroxyprogesterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating, acetate-releasing); 17alpha-Hydroxyprogesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Androstenedione + Acetate + [Oxidized NADPH---hemoprotein reductase] + H2O","C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone;C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone",Sterol biosynthesis;Sterol biosynthesis,Carbohydrate and lipid metabolism;Carbohydrate and lipid metabolism
NODE_79131_length_490_cov_3.707483_g46792_i0,"RDR, RDRP; RNA-dependent RNA polymerase [EC:2.7.7.48]",,,,,
NODE_79137_length_490_cov_3.156463_g46798_i0,IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1],MAPK signaling pathway;NF-kappa B signaling pathway;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;Toll and Imd signaling pathway;Neurotrophin signaling pathway;Pertussis;Leishmaniasis;Chagas disease;Toxoplasmosis;Tuberculosis;Measles;Influenza A,,M00686,,
NODE_79154_length_490_cov_2.433107_g46815_i0,CTSF; cathepsin F [EC:3.4.22.41],Lysosome;Apoptosis,,,,
NODE_79156_length_490_cov_2.385488_g46817_i0,ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27],,,,,
NODE_7918_length_3122_cov_9.281484_g3920_i0,IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1];FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1],MAPK signaling pathway;MAPK signaling pathway - plant;NF-kappa B signaling pathway;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;Toll and Imd signaling pathway;Plant-pathogen interaction;Neurotrophin signaling pathway;Pertussis;Leishmaniasis;Chagas disease;Toxoplasmosis;Tuberculosis;Measles;Influenza A,,M00686,,
NODE_79204_length_489_cov_7.393182_g46865_i0,"pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]",Vitamin B6 metabolism,"D-ribulose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5'-phosphate-lyase; D-Glyceraldehyde 3-phosphate + D-Ribulose 5-phosphate + L-Glutamine <=> Pyridoxal phosphate + L-Glutamate + Orthophosphate + 3 H2O",,,
NODE_7920_length_3121_cov_171.386393_g3502_i1,MED25; mediator of RNA polymerase II transcription subunit 25,,,,,
NODE_79210_length_489_cov_4.479545_g46871_i0,"EXOC7, EXO70; exocyst complex component 7",Insulin signaling pathway,,,,
NODE_79214_length_489_cov_3.220455_g46875_i0,CPK; calcium-dependent protein kinase [EC:2.7.11.1],Plant-pathogen interaction;Toxoplasmosis,,,,
NODE_79256_length_489_cov_1.890909_g46917_i0,GBF1; golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,Endocytosis,,,,
NODE_79259_length_489_cov_1.845455_g46920_i0,ANKRD28; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,,,,,
NODE_79275_length_489_cov_1.509091_g46936_i0,"NIT2, yafV; omega-amidase [EC:3.5.1.3]","Alanine, aspartate and glutamate metabolism",2-oxoglutaramate amidohydrolase; 2-Oxoglutaramate + H2O <=> 2-Oxoglutarate + Ammonia;2-oxosuccinamate amidohydrolase; 2-Oxosuccinamate + H2O <=> Oxaloacetate + Ammonia,,,
NODE_79288_length_488_cov_4142.660592_g46949_i0,"RP-L19e, RPL19; large subunit ribosomal protein L19e",Ribosome,,"Ribosome, eukaryotes;Ribosome, archaea",Ribosome;Ribosome,Genetic information processing;Genetic information processing
NODE_79302_length_488_cov_16.697039_g46962_i0,SPOP; speckle-type POZ protein,Hedgehog signaling pathway;Hedgehog signaling pathway - fly,,Cul3-SPOP complex,Ubiquitin system,Genetic information processing
NODE_7930_length_3120_cov_10.947574_g3926_i0,"AKT, KAT, GORK, SKOR; potassium channel",,,,,
NODE_7931_length_3119_cov_1104.192834_g3927_i0,"ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]",Oxidative phosphorylation;Metabolic pathways;Thermogenesis;Alzheimer disease;Parkinson disease;Huntington disease,,"F-type ATPase, eukaryotes",ATP synthesis,Energy metabolism
NODE_79357_length_488_cov_2.102506_g47017_i0,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",Glutathione metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes;Platinum drug resistance;Pathways in cancer;Chemical carcinogenesis - DNA adducts;Hepatocellular carcinoma;Fluid shear stress and atherosclerosis,"RX:glutathione R-transferase; RX + Glutathione <=> Halide + R-S-Glutathione;(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming); (1R,2S)-Naphthalene 1,2-oxide + Glutathione <=> (1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene;(1R)-glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming); (1S,2R)-Naphthalene 1,2-oxide + Glutathione <=> (1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene;(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming); (1S,2R)-Naphthalene 1,2-oxide + Glutathione <=> (1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene;1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene glutathione-lyase (epoxide-forming); 1-Nitronaphthalene-7,8-oxide + Glutathione <=> 1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene;1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene glutathione-lyase (epoxide-forming); 1-Nitronaphthalene-7,8-oxide + Glutathione <=> 1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene;1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming); 1-Nitronaphthalene-5,6-oxide + Glutathione <=> 1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene;1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming); 1-Nitronaphthalene-5,6-oxide + Glutathione <=> 1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene;3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene glutathione-lyase (epoxide-forming); Bromobenzene-3,4-oxide + Glutathione <=> 3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene;2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene glutathione-lyase (epoxide-forming); Bromobenzene-2,3-oxide + Glutathione <=> 2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene;4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene glutathione-lyase (epoxide-forming); Benzo[a]pyrene-4,5-oxide + Glutathione <=> 4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene;7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase; Benzo[a]pyrene-7,8-dihydrodiol + Glutathione <=> 7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene + H2O;S-(2,2-dichloro-1-hydroxy)ethyl-glutathione 2,2-dichloroacetaldehyde-lyase (glutathione-forming); 2,2-Dichloroacetaldehyde + Glutathione <=> S-(2,2-Dichloro-1-hydroxy)ethyl glutathione;1,1-dichloroethylene-epoxide:glutathione S-(chloroepoxyethyl)transferase [2-(S-glutathionyl)acetyl-chloride-forming]; 1,1-Dichloroethylene epoxide + Glutathione <=> 2-(S-Glutathionyl)acetyl chloride + Hydrochloric acid;chloroacetyl-chloride:glutathione S-chloroacetyltransferase; Chloroacetyl chloride + Glutathione <=> S-(2-Chloroacetyl)glutathione + Hydrochloric acid;2-(S-glutathionyl)acetyl-chloride:glutathione 2-(S-glutathionyl)acetyltransferase; 2-(S-Glutathionyl)acetyl chloride + Glutathione <=> 2-(S-Glutathionyl)acetyl glutathione + Hydrochloric acid;trichloroethene:glutathione S-(1,2-dichlorovinyl)transferase; Trichloroethene + Glutathione <=> S-(1,2-Dichlorovinyl)glutathione + Hydrochloric acid;1,2-dibromoethane:glutathione ethylenetransferase (episulfonium-forming); 1,2-Dibromoethane + Glutathione + H+ <=> Glutathione episulfonium ion + 2 Hydrobromic acid;2-bromoacetaldehyde:glutathione S-(formylmethyl)transferase; 2-Bromoacetaldehyde + Glutathione <=> S-(Formylmethyl)glutathione + Hydrobromic acid;4-glutathionyl cyclophosphamide hydrolase; Aldophosphamide + Glutathione <=> 4-Glutathionyl cyclophosphamide + H2O;glutathione-S-transferase; Aflatoxin B1-exo-8,9-epoxide + Glutathione <=> Aflatoxin B1exo-8,9-epoxide-GSH;Hepatotoxins + Glutathione <=> R-S-Glutathione",,,
NODE_79375_length_488_cov_1.571754_g47035_i0,ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27],,,,,
NODE_79411_length_487_cov_3.504566_g47071_i0,E1.10.3.2; laccase [EC:1.10.3.2],,,,,
NODE_79422_length_487_cov_3.073059_g47082_i0,HSP20; HSP20 family protein,Protein processing in endoplasmic reticulum,,,,
NODE_79431_length_487_cov_2.376712_g47091_i0,FMO; dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-],Drug metabolism - cytochrome P450;Microbial metabolism in diverse environments,"tamoxifen,NADPH:oxygen oxidoreductase (N-oxide-forming); Tamoxifen + Oxygen + NADPH + H+ <=> Tamoxifen N-oxide + NADP+ + H2O",,,
NODE_7943_length_3119_cov_9.177199_g3931_i0,TRRAP; transformation/transcription domain-associated protein,Human T-cell leukemia virus 1 infection,,,,
NODE_7945_length_3119_cov_3.655375_g3933_i0,"MTR4, SKIV2L2; ATP-dependent RNA helicase DOB1 [EC:5.6.2.6]",RNA degradation,,TRAMP complex,RNA processing,Genetic information processing
NODE_79467_length_487_cov_1.636986_g47127_i0,CALR; calreticulin,Protein processing in endoplasmic reticulum;Phagosome;Antigen processing and presentation;Chagas disease;Human T-cell leukemia virus 1 infection,,,,
NODE_7948_length_3118_cov_117.885305_g3935_i0,nadA; quinolinate synthase [EC:2.5.1.72],Nicotinate and nicotinamide metabolism;Metabolic pathways,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing); Quinolinate + 2 H2O + Orthophosphate <=> Iminoaspartate + Glycerone phosphate,"NAD biosynthesis, aspartate => NAD",Cofactor and vitamin biosynthesis,Nucleotide and amino acid metabolism
NODE_79539_length_486_cov_1.995423_g47198_i0,ANP32B; acidic leucine-rich nuclear phosphoprotein 32 family member B,,,,,
NODE_7953_length_3117_cov_124.778357_g3938_i0,"TMEM63, CSC1; calcium permeable stress-gated cation channel",,,,,
NODE_79542_length_486_cov_1.972540_g47201_i0,K15032,,,,,
NODE_79547_length_486_cov_1.844394_g47206_i0,SCAMP; secretory carrier-associated membrane protein,,,,,
NODE_7955_length_3117_cov_50.999674_g3939_i0,CASD1; N-acetylneuraminate 9-O-acetyltransferase [EC:2.3.1.45],,,,,
NODE_7956_length_3117_cov_44.210887_g3456_i1,ACS10_12; aminotransferase,,,,,
NODE_79597_length_485_cov_3.502294_g47253_i0,ANKRD28; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A;ANKRD44; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,,,,,
NODE_795_length_5669_cov_57.428648_g381_i0,AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3],Plant hormone signal transduction,,,,
NODE_79610_length_485_cov_2.646789_g47266_i0,"SHOC2, SUR8; leucine-rich repeat protein SHOC2;LRRC8; volume-regulated anion channel",Ras signaling pathway,,,,
NODE_7963_length_3116_cov_54.597978_g3630_i1,"WNK, PRKWNK; WNK lysine deficient protein kinase [EC:2.7.11.1]",,,,,
NODE_79695_length_484_cov_2.436782_g47350_i0,MEF2A; MADS-box transcription enhancer factor 2A,MAPK signaling pathway - fly;cGMP-PKG signaling pathway;Apelin signaling pathway;Fluid shear stress and atherosclerosis,,,,
NODE_7970_length_3115_cov_36.911285_g3948_i0,RPS2; disease resistance protein RPS2,Plant-pathogen interaction,,,,
NODE_7978_length_3114_cov_87.599021_g3952_i0,ATL6S; E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27],,,,,
NODE_79803_length_483_cov_1.748848_g47458_i0,ANKRD6; ankyrin repeat domain-containing protein 6,,,,,
NODE_79810_length_483_cov_1.463134_g47465_i0,NOP9; nucleolar protein 9,,,,,
NODE_79819_length_483_cov_1.241935_g47474_i0,IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1];IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1],MAPK signaling pathway;NF-kappa B signaling pathway;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;Toll and Imd signaling pathway;Neurotrophin signaling pathway;Pertussis;Leishmaniasis;Chagas disease;Toxoplasmosis;Tuberculosis;Measles;Influenza A;Epstein-Barr virus infection,,M00686,,
NODE_7982_length_3113_cov_110.189948_g3955_i0,E2.4.1.82; raffinose synthase [EC:2.4.1.82],Galactose metabolism,1-alpha-D-galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase; alpha-D-Galactosyl-(1->3)-1D-myo-inositol + Sucrose <=> myo-Inositol + Raffinose,,,
NODE_79911_length_481_cov_43.835648_g47565_i0,IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1];BARD1; BRCA1-associated RING domain protein 1,Homologous recombination;MAPK signaling pathway;NF-kappa B signaling pathway;Toll-like receptor signaling pathway;Toll and Imd signaling pathway;Neurotrophin signaling pathway;Pertussis;Leishmaniasis;Chagas disease;Toxoplasmosis;Tuberculosis;Measles;Epstein-Barr virus infection,,M00686,,
NODE_79917_length_481_cov_15.215278_g47571_i0,KIF5; kinesin family member 5 (plus-end-directed kinesin ATPase) [EC:5.6.1.3],Endocytosis;Dopaminergic synapse,,,,
NODE_7991_length_3112_cov_82.560888_g1672_i2,"TMEM63, CSC1; calcium permeable stress-gated cation channel",,,,,
NODE_79922_length_481_cov_7.745370_g47576_i0,"RP-LP1, RPLP1; large subunit ribosomal protein LP1",Ribosome,,"Ribosome, eukaryotes",Ribosome,Genetic information processing
NODE_7993_length_3112_cov_4.386223_g3960_i0,SACS; sacsin,,,,,
NODE_7994_length_3111_cov_748.042129_g3961_i0,"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",Cell cycle - Caulobacter;Longevity regulating pathway - worm,,,,
NODE_79966_length_481_cov_1.805556_g47619_i0,K22395; cinnamyl-alcohol dehydrogenase [EC:1.1.1.195],Phenylpropanoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,coniferyl alcohol:NADP+ oxidoreductase; Coniferyl alcohol + NADP+ <=> Coniferyl aldehyde + NADPH + H+;sinapyl alcohol:NADP+ oxidoreductase; Sinapyl alcohol + NADP+ <=> Sinapoyl aldehyde + NADPH + H+;cinnamyl-alcohol:NADP+ oxidoreductase; 5-Hydroxyconiferaldehyde + NADPH + H+ <=> 5-Hydroxyconiferyl alcohol + NADP+;4-coumaryl alcohol:NADP+ oxidoreductase; 4-Hydroxycinnamyl aldehyde + NADPH + H+ <=> 4-Coumaryl alcohol + NADP+,,,
NODE_7997_length_3110_cov_115.933028_g3514_i1,GALT2S; hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-],,,,,
NODE_79996_length_480_cov_123.169374_g47649_i0,SLX1; structure-specific endonuclease subunit SLX1 [EC:3.6.1.-],Fanconi anemia pathway,,,,
NODE_799_length_5665_cov_56.872151_g384_i0,TRIP12; E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26],Ubiquitin mediated proteolysis,,,,
NODE_80003_length_480_cov_20.941995_g47656_i0,IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1];IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1];FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1],MAPK signaling pathway;MAPK signaling pathway - plant;NF-kappa B signaling pathway;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;Toll and Imd signaling pathway;Plant-pathogen interaction;Neurotrophin signaling pathway;Pertussis;Leishmaniasis;Chagas disease;Toxoplasmosis;Tuberculosis;Measles;Influenza A;Epstein-Barr virus infection,,M00686,,
NODE_80009_length_480_cov_5.020882_g47662_i0,ANKRD28; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A;ANKRD44; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,,,,,
NODE_8001_length_3110_cov_28.647174_g3964_i0,MSI; RNA-binding protein Musashi,mRNA surveillance pathway,,,,
NODE_8004_length_3109_cov_179.094771_g3966_i0,PABPC; polyadenylate-binding protein,Nucleocytoplasmic transport;mRNA surveillance pathway;RNA degradation,,,,
NODE_80057_length_480_cov_1.900232_g47710_i0,FET3_5; iron transport multicopper oxidase,,,,,
NODE_8005_length_3109_cov_98.043464_g3967_i0,"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]","Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism;Metabolic pathways;Carbon metabolism","3-oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating); 3-Oxopropanoate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+;3-oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating); 3-Oxopropanoate + CoA + NADP+ <=> Acetyl-CoA + CO2 + NADPH + H+;2-methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating); 2-Methyl-3-oxopropanoate + CoA + NAD+ <=> Propanoyl-CoA + CO2 + NADH + H+;(S)-methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating); (S)-Methylmalonate semialdehyde + CoA + NAD+ <=> Propanoyl-CoA + CO2 + NADH + H+","Malonate semialdehyde pathway, propanoyl-CoA => Acetyl-CoA",Other carbohydrate metabolism,Carbohydrate and lipid metabolism
NODE_8006_length_3109_cov_59.913725_g3968_i0,NOM1; nucleolar MIF4G domain-containing protein 1,,,,,
NODE_80093_length_479_cov_2.818605_g47746_i0,GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8];ERN1; serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-],Glycerophospholipid metabolism;Biosynthesis of secondary metabolites;MAPK signaling pathway - yeast;Autophagy - animal;Protein processing in endoplasmic reticulum;Apoptosis;Non-alcoholic fatty liver disease;Alzheimer disease,sn-glycerol-3-phosphate:NAD+ 2-oxidoreductase; sn-Glycerol 3-phosphate + NAD+ <=> Glycerone phosphate + NADH + H+,,,
NODE_80108_length_479_cov_2.479070_g47761_i0,"SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13",,,,,
NODE_8011_length_3109_cov_23.611111_g3971_i0,FAO3; long-chain-alcohol oxidase [EC:1.1.3.20],,,,,
NODE_80134_length_479_cov_1.888372_g47787_i0,"MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]",EGFR tyrosine kinase inhibitor resistance;Endocrine resistance;ErbB signaling pathway;HIF-1 signaling pathway;Phospholipase D signaling pathway;Autophagy - other;Autophagy - yeast;Mitophagy - yeast;Autophagy - animal;mTOR signaling pathway;PI3K-Akt signaling pathway;AMPK signaling pathway;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Cellular senescence;Apelin signaling pathway;JAK-STAT signaling pathway;Th17 cell differentiation;Thermogenesis;Insulin signaling pathway;Thyroid hormone signaling pathway;Adipocytokine signaling pathway;Type II diabetes mellitus;Insulin resistance;Human papillomavirus infection;Kaposi sarcoma-associated herpesvirus infection;Pathways in cancer;Proteoglycans in cancer;MicroRNAs in cancer;Colorectal cancer;Pancreatic cancer;Glioma;Prostate cancer;Acute myeloid leukemia;Breast cancer;Hepatocellular carcinoma;Gastric cancer;Central carbon metabolism in cancer;Choline metabolism in cancer,,,,
NODE_80166_length_478_cov_69.358974_g47819_i0,"SLX1; structure-specific endonuclease subunit SLX1 [EC:3.6.1.-];SHOC2, SUR8; leucine-rich repeat protein SHOC2",Fanconi anemia pathway;Ras signaling pathway,,,,
