Transcript_ID,KO_IDs,Pathway_IDs,Module_IDs,Reaction_IDs
NODE_57837_length_881_cov_1402.335337_g28305_i0,"ko:K02927,ko:K08770","ko03010,ko03320,map03010,map03320","M00177,M00179",
NODE_57838_length_881_cov_826.596154_g8733_i1,ko:K05759,"ko04013,ko04015,ko04810,ko05131,ko05132,map04013,map04015,map04810,map05131,map05132",,
NODE_57842_length_881_cov_210.280048_g28309_i0,"ko:K02183,ko:K10840,ko:K16465","ko03420,ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map03420,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_57857_length_881_cov_9.771635_g28315_i0,ko:K11838,"ko04068,ko05168,ko05169,ko05203,map04068,map05168,map05169,map05203",,
NODE_57864_length_881_cov_4.377404_g28322_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_57866_length_881_cov_3.975962_g28323_i0,ko:K01930,"ko00790,ko01100,ko01523,map00790,map01100,map01523",,"R00942,R02237,R04241"
NODE_57881_length_880_cov_1688.743682_g28337_i0,"ko:K13899,ko:K13902","ko04970,map04970",,
NODE_57882_length_880_cov_1533.937425_g28338_i0,ko:K02960,"ko03010,map03010",M00177,
NODE_5792_length_3444_cov_137.241826_g871_i1,ko:K20027,,,
NODE_57931_length_879_cov_87.375904_g28370_i0,"ko:K15078,ko:K19613","ko03460,ko04014,map03460,map04014",,
NODE_57939_length_879_cov_6.472289_g28375_i0,"ko:K04733,ko:K13420","ko04010,ko04016,ko04064,ko04620,ko04621,ko04624,ko04626,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04016,map04064,map04620,map04621,map04624,map04626,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_57949_length_878_cov_1036.740651_g2676_i2,ko:K09022,,,"R11098,R11099"
NODE_57950_length_878_cov_253.692400_g28385_i0,ko:K00417,"ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016",M00152,
NODE_57952_length_878_cov_160.028951_g28386_i0,ko:K03123,"ko03022,ko05203,map03022,map05203",,
NODE_57954_length_878_cov_113.855247_g14356_i1,ko:K07897,"ko04137,ko04138,ko04140,ko04144,ko04145,ko05132,ko05146,ko05152,map04137,map04138,map04140,map04144,map04145,map05132,map05146,map05152",,
NODE_57973_length_878_cov_3.537998_g28395_i0,ko:K19791,,,
NODE_57977_length_877_cov_1540.101449_g24776_i2,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_57987_length_877_cov_110.804348_g28403_i0,ko:K13109,,,
NODE_57994_length_877_cov_28.455314_g28406_i0,"ko:K01188,ko:K05349","ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",,"R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040"
NODE_58023_length_876_cov_602.275695_g28429_i0,ko:K02870,"ko03010,map03010",M00177,
NODE_58024_length_876_cov_592.880290_g28430_i0,ko:K08905,"ko00195,ko01100,map00195,map01100",,
NODE_58025_length_876_cov_533.760580_g28431_i0,"ko:K02183,ko:K16465","ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_5802_length_3443_cov_59.096936_g2484_i1,"ko:K18995,ko:K20101",,,
NODE_58057_length_876_cov_2.943168_g28447_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_58060_length_876_cov_2.538089_g28450_i0,ko:K04730,"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169",M00686,
NODE_5806_length_3443_cov_17.636417_g2893_i0,ko:K01535,"ko00190,map00190",,
NODE_58073_length_875_cov_51.458838_g28456_i0,"ko:K07408,ko:K13227,ko:K13493","ko00140,ko00380,ko00402,ko00830,ko00908,ko00980,ko01100,ko01110,ko04913,ko05204,map00140,map00380,map00402,map00830,map00908,map00980,map01100,map01110,map04913,map05204",,"R02354,R02355,R03089,R03408,R03629,R04579,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R07426,R08075,R08390,R08392,R09418,R09423,R09442"
NODE_5807_length_3442_cov_254.839375_g379_i3,ko:K01177,"ko00500,map00500",,"R02112,R11262"
NODE_58080_length_875_cov_27.496368_g28460_i0,ko:K13459,"ko04626,map04626",,
NODE_58084_length_875_cov_14.803874_g28462_i0,ko:K19613,"ko04014,map04014",,
NODE_58087_length_875_cov_12.556901_g28465_i0,ko:K14484,"ko04075,map04075",,
NODE_5808_length_3442_cov_154.086354_g2222_i1,ko:K14007,"ko04141,map04141",M00404,
NODE_58112_length_874_cov_208.646061_g28484_i0,"ko:K02183,ko:K16465","ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_58116_length_874_cov_69.477576_g28486_i0,ko:K17279,,,
NODE_58119_length_874_cov_54.648485_g28488_i0,ko:K11343,,,
NODE_5811_length_3442_cov_67.769525_g2421_i4,ko:K11137,"ko03460,ko04150,map03460,map04150",,
NODE_58125_length_874_cov_20.872727_g28492_i0,ko:K07766,,,
NODE_58126_length_874_cov_20.856970_g22563_i1,ko:K00549,"ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230",M00017,"R04405,R09365"
NODE_5812_length_3442_cov_57.145594_g2895_i0,"ko:K01939,ko:K20870","ko00230,ko00250,ko01100,map00230,map00250,map01100",M00049,R01135
NODE_58139_length_874_cov_2.250909_g28503_i0,ko:K19613,"ko04014,map04014",,
NODE_58145_length_873_cov_2758.276699_g28508_i0,ko:K02894,"ko03010,map03010",M00177,
NODE_58172_length_872_cov_234.775213_g28527_i0,ko:K03134,"ko03022,ko05168,map03022,map05168",,
NODE_58176_length_872_cov_119.216282_g19004_i1,ko:K08505,"ko04130,map04130",,
NODE_58187_length_872_cov_7.843256_g28537_i0,ko:K22038,,,
NODE_581_length_6091_cov_27.770275_g275_i0,ko:K12831,"ko03040,map03040",M00352,
NODE_58200_length_872_cov_1.958688_g28549_i0,ko:K06890,,,
NODE_58205_length_871_cov_509.951338_g23438_i1,ko:K02958,"ko03010,map03010",M00177,
NODE_58226_length_871_cov_16.431873_g28564_i0,ko:K16279,,,
NODE_58258_length_870_cov_913.266748_g28590_i0,ko:K07390,,,
NODE_58267_length_870_cov_153.238733_g28595_i0,ko:K11344,,,
NODE_58272_length_870_cov_66.537150_g28598_i0,"ko:K10802,ko:K11295,ko:K11296","ko03410,ko04140,ko04217,map03410,map04140,map04217",,
NODE_58275_length_870_cov_53.056029_g28600_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_5829_length_3440_cov_47.326747_g2905_i0,ko:K09338,,,
NODE_58300_length_869_cov_2308.760976_g28620_i0,ko:K02962,"ko03010,map03010","M00177,M00179",
NODE_58302_length_869_cov_506.732927_g28622_i0,ko:K02896,"ko03010,map03010","M00177,M00179",
NODE_58326_length_869_cov_3.780488_g28633_i0,ko:K00847,"ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100",,"R00760,R00867,R03920"
NODE_58338_length_868_cov_1096.633700_g20004_i1,ko:K03671,"ko04621,ko05418,map04621,map05418",,
NODE_58349_length_868_cov_49.581197_g28650_i0,ko:K13448,"ko04626,map04626",,
NODE_58355_length_868_cov_22.230769_g28654_i0,ko:K13993,"ko04141,map04141",,
NODE_58366_length_868_cov_5.979243_g28663_i0,ko:K18886,,,
NODE_58376_length_868_cov_2.394383_g28673_i0,ko:K06670,"ko04110,ko04111,map04110,map04111",,
NODE_583_length_6090_cov_105.169508_g276_i0,ko:K18443,"ko04144,map04144",,
NODE_58405_length_867_cov_11.793399_g28690_i0,ko:K19613,"ko04014,map04014",,
NODE_58413_length_867_cov_3.421760_g28697_i0,ko:K18886,,,
NODE_5841_length_3438_cov_8.824727_g2912_i0,ko:K19589,,,
NODE_58424_length_866_cov_5712.361077_g28708_i0,ko:K14332,"ko00195,map00195",,
NODE_58426_length_866_cov_530.111383_g10552_i2,ko:K08341,"ko04068,ko04136,ko04137,ko04138,ko04139,ko04140,ko04212,ko04371,ko04621,ko04727,ko05167,map04068,map04136,map04137,map04138,map04139,map04140,map04212,map04371,map04621,map04727,map05167",,
NODE_58429_length_866_cov_204.768666_g28711_i0,ko:K03505,"ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03430,ko03440,ko05166,map00230,map00240,map01100,map03030,map03410,map03420,map03430,map03440,map05166",M00262,"R00375,R00376,R00377,R00378"
NODE_58435_length_866_cov_94.462668_g28712_i0,ko:K19761,,,
NODE_58437_length_866_cov_57.041616_g28714_i0,ko:K01520,"ko00240,ko00983,ko01100,map00240,map00983,map01100",M00053,"R02100,R11896"
NODE_58455_length_866_cov_2.395349_g28726_i0,ko:K20222,,,
NODE_5847_length_3436_cov_121.061411_g396_i2,ko:K03093,,,
NODE_58497_length_864_cov_1767.538650_g24375_i1,ko:K02918,"ko03010,map03010",M00177,
NODE_58499_length_864_cov_477.511656_g28759_i0,ko:K20412,,,
NODE_5849_length_3436_cov_68.392087_g2698_i1,ko:K15436,,,
NODE_58508_length_864_cov_91.361963_g13813_i1,ko:K09539,,,
NODE_58532_length_864_cov_2.215951_g28783_i0,ko:K03006,"ko00230,ko00240,ko01100,ko03020,ko05016,ko05168,ko05169,map00230,map00240,map01100,map03020,map05016,map05168,map05169",M00180,"R00435,R00441,R00442,R00443"
NODE_58546_length_863_cov_271.885749_g28788_i0,ko:K14686,"ko01524,ko04978,map01524,map04978",,
NODE_5855_length_3435_cov_28.286769_g2919_i0,ko:K05285,"ko00563,ko01100,map00563,map01100",M00065,R05920
NODE_58575_length_862_cov_600.907749_g28808_i0,ko:K17081,,,
NODE_5857_length_3435_cov_16.178972_g2754_i1,ko:K04630,"ko04015,ko04022,ko04024,ko04062,ko04071,ko04261,ko04360,ko04371,ko04540,ko04611,ko04670,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04730,ko04914,ko04915,ko04916,ko04921,ko04923,ko04924,ko04926,ko04934,ko04971,ko05012,ko05030,ko05032,ko05034,ko05133,ko05142,ko05145,ko05200,map04015,map04022,map04024,map04062,map04071,map04261,map04360,map04371,map04540,map04611,map04670,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04730,map04914,map04915,map04916,map04921,map04923,map04924,map04926,map04934,map04971,map05012,map05030,map05032,map05034,map05133,map05142,map05145,map05200",M00695,
NODE_58586_length_862_cov_51.451415_g28811_i0,ko:K10609,"ko03420,ko04120,map03420,map04120","M00385,M00386",
NODE_5858_length_3434_cov_22.813885_g2921_i0,ko:K11420,"ko00310,ko04211,map00310,map04211",,"R03875,R03938,R04866,R04867"
NODE_58590_length_862_cov_37.904059_g28812_i0,ko:K14488,"ko04075,map04075",,
NODE_58592_length_862_cov_29.153752_g27777_i1,ko:K13993,"ko04141,map04141",,
NODE_58598_length_862_cov_16.869619_g16022_i1,ko:K14442,"ko03018,map03018",,
NODE_58606_length_862_cov_8.107011_g28821_i0,ko:K19307,,,
NODE_58635_length_861_cov_12.943350_g28842_i0,ko:K14488,"ko04075,map04075",,
NODE_58653_length_861_cov_1.944581_g28859_i0,ko:K14833,,,
NODE_58667_length_860_cov_151.861899_g20070_i1,ko:K17262,,,
NODE_58671_length_860_cov_111.632552_g28871_i0,ko:K03109,"ko03060,map03060",,
NODE_58674_length_860_cov_63.552404_g28874_i0,ko:K15203,,,
NODE_58696_length_859_cov_98.554321_g28889_i0,ko:K18886,,,
NODE_58705_length_859_cov_13.874074_g28894_i0,ko:K17972,,,
NODE_58717_length_859_cov_2.632099_g28904_i0,ko:K00485,"ko00982,ko01120,map00982,map01120",,R08266
NODE_58729_length_858_cov_619.751545_g26927_i1,ko:K12873,"ko03040,map03040",M00355,
NODE_58735_length_858_cov_298.064277_g28915_i0,ko:K19363,"ko04142,map04142",,
NODE_58736_length_858_cov_281.494438_g28916_i0,ko:K13993,"ko04141,map04141",,
NODE_5874_length_3430_cov_104.494824_g2929_i0,ko:K10696,,,
NODE_5877_length_3430_cov_38.689145_g2931_i0,ko:K06611,"ko00052,map00052",,R03418
NODE_58788_length_857_cov_8.163366_g28951_i0,"ko:K04733,ko:K13420","ko04010,ko04016,ko04064,ko04620,ko04621,ko04624,ko04626,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04016,map04064,map04620,map04621,map04624,map04626,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_58799_length_857_cov_2.725248_g28959_i0,ko:K14494,"ko04075,map04075",,
NODE_58800_length_857_cov_2.602723_g28960_i0,"ko:K13459,ko:K13460,ko:K20599","ko04016,ko04626,map04016,map04626",,
NODE_58810_length_856_cov_436.448575_g28970_i0,ko:K08738,"ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416",M00595,R10151
NODE_58837_length_856_cov_3.768278_g28985_i0,ko:K13459,"ko04626,map04626",,
NODE_58854_length_855_cov_293.258065_g28998_i0,ko:K03676,,,
NODE_58855_length_855_cov_229.905707_g28999_i0,ko:K11667,,,
NODE_58889_length_854_cov_3888.226087_g12098_i1,ko:K02695,"ko00195,ko01100,map00195,map01100",,
NODE_58891_length_854_cov_1554.686957_g28179_i1,ko:K11251,"ko04217,ko05034,ko05322,map04217,map05034,map05322",,
NODE_58892_length_854_cov_925.151553_g6436_i6,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_5889_length_3427_cov_56.317644_g2295_i1,ko:K16571,,,
NODE_58907_length_854_cov_45.298137_g29028_i0,ko:K02210,"ko03030,ko04110,ko04111,ko04113,map03030,map04110,map04111,map04113",M00285,
NODE_58920_length_854_cov_6.048447_g29037_i0,ko:K13960,"ko03460,map03460",,
NODE_58924_length_854_cov_4.649689_g29039_i0,"ko:K04730,ko:K04733","ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,ko05169,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164,map05169",M00686,
NODE_58943_length_853_cov_1219.213930_g29058_i0,ko:K02901,"ko03010,map03010",M00177,
NODE_5895_length_3426_cov_50.448919_g2938_i0,ko:K13211,,,
NODE_58965_length_853_cov_5.171642_g29068_i0,ko:K07020,,,
NODE_58969_length_853_cov_3.396766_g29072_i0,ko:K11975,,,
NODE_58975_length_852_cov_5422.805729_g17854_i1,ko:K02695,"ko00195,ko01100,map00195,map01100",,
NODE_58976_length_852_cov_1617.509340_g29078_i0,ko:K11252,"ko05034,ko05203,ko05322,map05034,map05203,map05322",,
NODE_58977_length_852_cov_654.422167_g17009_i1,"ko:K02969,ko:K08679","ko00520,ko01100,ko03010,map00520,map01100,map03010",M00177,R01385
NODE_58982_length_852_cov_191.876712_g29081_i0,ko:K13449,"ko04016,ko04075,ko04626,map04016,map04075,map04626",,
NODE_58983_length_852_cov_191.317559_g29082_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_58984_length_852_cov_149.434620_g29083_i0,"ko:K17790,ko:K17795",,,
NODE_5898_length_3425_cov_137.236671_g1563_i2,ko:K01404,"ko05140,ko05143,map05140,map05143",,
NODE_59015_length_851_cov_2058.124688_g16532_i2,ko:K02183,"ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_59017_length_851_cov_786.218204_g29111_i0,ko:K12165,,,
NODE_59057_length_851_cov_2.821696_g29136_i0,ko:K05658,"ko02010,ko04976,ko05206,ko05226,map02010,map04976,map05206,map05226",,
NODE_5906_length_3424_cov_25.269630_g2943_i0,ko:K20891,,,
NODE_59072_length_850_cov_73.739076_g29145_i0,ko:K08145,,,
NODE_59073_length_850_cov_55.510612_g29146_i0,ko:K13993,"ko04141,map04141",,
NODE_59076_length_850_cov_29.524345_g29149_i0,ko:K20347,,,
NODE_59097_length_850_cov_2.148564_g29166_i0,ko:K05391,"ko04626,map04626",,
NODE_59112_length_849_cov_235.067500_g29178_i0,ko:K02907,"ko03010,map03010","M00178,M00179",
NODE_59113_length_849_cov_194.840000_g15161_i2,ko:K15203,,,
NODE_59121_length_849_cov_49.361250_g29182_i0,ko:K18886,,,
NODE_59136_length_849_cov_4.781250_g29194_i0,ko:K02888,"ko03010,map03010",M00178,
NODE_5913_length_3422_cov_436.279573_g2270_i1,ko:K17267,,,
NODE_59152_length_848_cov_170.625782_g29208_i0,ko:K14560,"ko03008,map03008",,
NODE_59157_length_848_cov_38.423029_g29211_i0,ko:K05759,"ko04013,ko04015,ko04810,ko05131,ko05132,map04013,map04015,map04810,map05131,map05132",,
NODE_59159_length_848_cov_33.443054_g29212_i0,ko:K04730,"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169",M00686,
NODE_5915_length_3422_cov_185.637118_g1896_i1,ko:K11593,,,
NODE_59176_length_848_cov_2.359199_g29227_i0,ko:K00645,"ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212",M00082,"R01626,R11671"
NODE_59177_length_848_cov_2.335419_g29228_i0,"ko:K18171,ko:K18626",,,
NODE_59179_length_848_cov_2.087610_g29230_i0,ko:K20478,,,
NODE_59181_length_847_cov_897.177945_g29232_i0,ko:K02975,"ko03010,map03010","M00177,M00179",
NODE_59187_length_847_cov_221.354637_g17945_i2,"ko:K02201,ko:K08486","ko00770,ko01100,ko04130,ko04721,map00770,map01100,map04130,map04721",M00120,R03035
NODE_59189_length_847_cov_132.078947_g29235_i0,"ko:K15078,ko:K19613","ko03460,ko04014,map03460,map04014",,
NODE_59197_length_847_cov_52.588972_g29240_i0,ko:K03327,,,
NODE_59200_length_847_cov_23.864662_g29243_i0,ko:K15032,,,
NODE_59208_length_847_cov_5.607769_g29249_i0,ko:K05857,"ko00562,ko01100,ko04020,ko04070,ko04919,ko04933,map00562,map01100,map04020,map04070,map04919,map04933",M00130,"R03332,R03435,R10952"
NODE_59220_length_847_cov_2.807018_g29260_i0,ko:K07437,"ko00830,ko01100,map00830,map01100",,"R08390,R08392"
NODE_59221_length_847_cov_2.294486_g29261_i0,ko:K12813,"ko03040,map03040",,
NODE_59232_length_846_cov_43.695107_g16326_i1,ko:K19765,"ko04212,map04212",,
NODE_59234_length_846_cov_19.892095_g29266_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
